TitleVideo,Link,View,Date,Thumb
KAISA NÊN LÊN ĐỒ NHƯ THẾ NÀO ? - SOFM KAISA MID QUÁ BÁ ĐẠO | SOFM DAILY STREAM,https://www.youtube.com/watch?v=lktEMBf5k_0,94K views,1 year ago,https://i.ytimg.com/vi/lktEMBf5k_0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOXJ9v7zRTQIsKrdhdX-lfuDvLMw
SOFM FIORA - GIÁO ÁN ĐI TOP VỚI KÈO CỰC KÌ PK | SOFM DAILY STREAM,https://www.youtube.com/watch?v=znCtHLI-WP8,114K views,1 year ago,https://i.ytimg.com/vi/znCtHLI-WP8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAB8nLIaSi-iCAW-gs0YQYCipD3_Q
"NGƯỜI CHƠI HỆ ""QUẢ DÉO"" SOFM - QUẨY SYLAS HẾT NƯỚC CHẤM | SOFM DAILY STREAM",https://www.youtube.com/watch?v=VGq7Lw1yjqU,113K views,1 year ago,https://i.ytimg.com/vi/VGq7Lw1yjqU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAl6qSLUG6hdG9CdqtGgwEwUaXePg
CÁCH ĐỂ TRỞ THÀNH GAME THỦ CHUYÊN NGHIỆP Ở VCS ? - SOFM HÒA LÀM 1 VỚI TEDDY BEAR | SOFM DAILY STREAM,https://www.youtube.com/watch?v=ZHo4c2QDaVU,74K views,1 year ago,https://i.ytimg.com/vi/ZHo4c2QDaVU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCT5iWbcaer0KcrCqhxnIOTdZVYYQ
VEIGAR PHIÊN BẢN CHILL CHILL ĐẾN TỪ SOFM - DỄ CHƠI DỄ TRÚNG THƯỞNG | SOFM DAILY STREAM,https://www.youtube.com/watch?v=debm_6zaKAs,76K views,1 year ago,
PARTY CÙNG ANH EM 500BROS - SOFM TRÒN VAI TRỞ LẠI | SOFM DAILY STREAM,https://www.youtube.com/watch?v=K6Fygs6UDTc,151K views,1 year ago,
"SOFM ĐÃ CĂNG ""NHẤT ĐỊNH PHẢI GỠ"" - CUSTOM CÙNG ANH EM | SOFM DAILY STREAM",https://www.youtube.com/watch?v=B-Uv8jZqRls,130K views,1 year ago,
CUSTOM VUI VẺ SAU NHỮNG GIỜ PHÂN TÍCH CĂNG THẲNG - EM DUY ALL LANE | SOFM DAILY STREAM,https://www.youtube.com/watch?v=Blq_VKka1uU,81K views,1 year ago,
"CUSTOM CỰC CĂNG -  SỰ TÁI HỢP CỦA GFL SOFM VÀ GFL VIOLET ĐỐI ĐẦU ZOTAC BAROIBEO, CLEAR, KITZ, ...",https://www.youtube.com/watch?v=NM5MvTy1x9w,256K views,1 year ago,
SHOWMATCH | HIGHLIGHT TEAM SOFM vs TEAM LEVI,https://www.youtube.com/watch?v=cQ1SlgErf2Q,105K views,1 year ago,
SOFM PHÂN TÍCH T1 VS GENG - TRẬN CHUNG KẾT KHÔNG TƯỞNG | SOFM PHÂN TÍCH,https://www.youtube.com/watch?v=HZMNhCGhQ2Y,101K views,1 year ago,
SOFM PHÂN TÍCH SE VS TW - PLAY OFF VCS HỪNG ĐÔNG 2023 | SOFM PHÂN TÍCH VCS,https://www.youtube.com/watch?v=dW3C02keY5w,76K views,1 year ago,
TEAM CẦN LÀ SOFM CÓ - TWISTED FATE MỞ COMBAT TRONG TAY EM BEOS | SOFM DAILY STREAM,https://www.youtube.com/watch?v=aTEQW9cPdiM,149K views,1 year ago,
CHECK MIC CHECK SE VS GAM - THÔNG TIN CẦN THIẾT KHI TRAO ĐỔI TRONG BAN/PICK ? | PHÂN TÍCH MIC CHECK,https://www.youtube.com/watch?v=eAAuApKtZdI,106K views,1 year ago,
SOFM PHÂN TÍCH GAM VS SE ( LƯỢT VỀ ) - TRẬN CẦU TÂM ĐIỂM | SOFM PHÂN TÍCH VCS,https://www.youtube.com/watch?v=Z2r565t7AJU,141K views,1 year ago,
SOFM ZED98 ĐỐI ĐẦU VỚI XẠ THỦ HÀN QUỐC - BIẾN ẢO VỚI GIÁO ÁN ZED | SOFM DAILY STREAM,https://www.youtube.com/watch?v=XAO_6YYisog,102K views,1 year ago,
SOFM PHÂN TÍCH SE VS SGB - GIAI ĐOẠN NƯỚC RÚT CỦA VCS | SOFM PHÂN TÍCH VCS,https://www.youtube.com/watch?v=6dKmDoUXZxM,84K views,1 year ago,
SOFM LÀM GÌ KHI BỊ CAMP LIÊN TỤC Ở ĐẦU GAME ? - KAISA MID ĐỐI ĐẦU CÙNG YONE | SOFM DAILY STREAM,https://www.youtube.com/watch?v=yvjbNE1eVMA,104K views,1 year ago,
SOFM SYLAS VỚI TÌNH HUỐNG SẤY VIEWER CỰC GẮT - SYLAS HỆ CHIẾN | SOFM DAILY STREAM,https://www.youtube.com/watch?v=UuEGGykzs54,132K views,1 year ago,
BÍ KÍP ĐẨY LẺ CỦA SOFM KHI ĐI TOP ? - FIORA LÊN GIÀY KHAI SÁNG IONIA | SOFM DAILY STREAM,https://www.youtube.com/watch?v=g3mHjtMFaFM,155K views,1 year ago,
SOFM PHÂN TÍCH SBTC VS TS - MÀN RƯỢT ĐUỔI CỰC CĂNG | SOFM PHÂN TÍCH VCS,https://www.youtube.com/watch?v=JrcKMN-H6JM,101K views,1 year ago,
SOFM PHÂN TÍCH GAM VS SBTC - TRẬN CẦU NẢY LỬA VCS | SOFM PHÂN TÍCH,https://www.youtube.com/watch?v=DfOPntUVoDA,217K views,1 year ago,
SOFM BẬT MODE 1 VS 2 KHI GẶP SP TROLL - MỘT NGÀY BÌNH THƯỜNG CỦA SOFM TẠI RANK VIỆT | DAILY STREAM,https://www.youtube.com/watch?v=rtD9EEK2ExQ,117K views,1 year ago,
LÝ DO TWISTED FATE KHÔNG CÒN ĐƯỢC SỬ DỤNG ? - LÊ QUANG JAX CHÁO QUẨY CỰC MẠNH  | SOFM DAILY,https://www.youtube.com/watch?v=i9HbUrwObHM,101K views,1 year ago,
"SOFM "" ĐIÊN CUỒNG "" VỚI CHẾ ĐỘ URF - ĐÁNH CHO ĐỦ TIMMING LÀ NHƯ THẾ NÀO ? | SOFM DAILY STREAM #9",https://www.youtube.com/watch?v=wm7QIJyWvTQ,104K views,1 year ago,
MỘT TRẬN ĐẤU TRÒN VAI CỦA SOFM KHI TỔ ĐỘI CÙNG ANH EM REFUND - YONE BIẾN ẢO TRONG TAY SOFM,https://www.youtube.com/watch?v=XuVz8qtMei4,101K views,1 year ago,
GÓC NHÌN CỦA SOFM VỚI THẾ TRẬN CỰC CĂNG KHI WBG VS BLG - PHÂN TÍCH LPL TRẬN WBG VS BLG #2 | SOFM,https://www.youtube.com/watch?v=YNPysakTAcU,60K views,1 year ago,
SOFM PHÂN TÍCH TRẬN WBG vs BLG - CUỘC CHIẾN CỦA NHỮNG SIÊU SAO #1 | PHÂN TÍCH LPL,https://www.youtube.com/watch?v=ClM453qDJwE,60K views,1 year ago,
